_id,accountId,projectId,date,userId,roleId,teamId,isDeleted,userType,customerId,allocatedMins,softAllocatedMins,hardAllocatedMins,estimatedRevenue,actualRevenue,estimatedMargin,actualMargin,estimatedCost,actualCost,actualProfit,estimatedProfit,estimatedRevenueInProjectCurrency,actualRevenueInProjectCurrency,estimatedMarginInProjectCurrency,actualMarginInProjectCurrency,estimatedCostInProjectCurrency,actualCostInProjectCurrency,actualProfitInProjectCurrency,estimatedProfitInProjectCurrency,billableMinutes,nonBillableMinutes,costRate,billRate,trackedMinutes,utilisation,billableUtilisation,plannedUtilisation,capacityInMinutes,financeType,version,primaryTableMaxVersion._id,primaryTableMaxVersion.version
2023-11-02_336464_279501_75461,16946,336464,11-02-2023,279501,75461,0,0,,203883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,630.0,-630.0,0.0,0.0,0.0,0.0,0.0,0.0,630.0,-630.0,0.0,0,270,140,0.0,270,0.5625,0.0,0.0,480,NON_BILLABLE,1742567999168809167,2023-11-02_336464_279501_75461,1742567999168809167
2023-11-02_336471_297498_82411,16946,336471,11-02-2023,297498,82411,0,0,,203883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,490.0,-490.0,0.0,0.0,0.0,0.0,0.0,0.0,490.0,-490.0,0.0,0,210,140,0.0,210,0.4375,0.0,0.0,480,NON_BILLABLE,1742571827389228849,2023-11-02_336471_297498_82411,1742571827389228849
2023-11-02_336472_297489_82412,16946,336472,11-02-2023,297489,82412,0,0,,203883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,-140.0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,-140.0,0.0,0,60,140,0.0,60,0.125,0.0,0.0,480,NON_BILLABLE,1742569841299733697,2023-11-02_336472_297489_82412,1742569841299733697
2023-11-02_336472_297490_82413,16946,336472,11-02-2023,297490,82413,0,0,,203883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,-140.0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,-140.0,0.0,0,60,140,0.0,60,0.125,0.0,0.0,480,NON_BILLABLE,1742569839263933743,2023-11-02_336472_297490_82413,1742569839263933743
2023-11-02_336472_297491_82412,16946,336472,11-02-2023,297491,82412,0,0,,203883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,420.0,-420.0,0.0,0.0,0.0,0.0,0.0,0.0,420.0,-420.0,0.0,0,180,140,0.0,180,0.375,0.0,0.0,480,NON_BILLABLE,1742569837260980659,2023-11-02_336472_297491_82412,1742569837260980659
2023-11-02_336472_297492_82411,16946,336472,11-02-2023,297492,82411,0,0,,203883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,-140.0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,-140.0,0.0,0,60,140,0.0,60,0.125,0.0,0.0,480,NON_BILLABLE,1742569841298975306,2023-11-02_336472_297492_82411,1742569841298975306
2023-11-02_336472_297493_82411,16946,336472,11-02-2023,297493,82411,0,0,,203883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,-140.0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,-140.0,0.0,0,60,140,0.0,60,0.125,0.0,0.0,480,NON_BILLABLE,1742569838430006236,2023-11-02_336472_297493_82411,1742569838430006236
2023-11-02_336472_297499_82411,16946,336472,11-02-2023,297499,82411,0,0,,203883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,-140.0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,-140.0,0.0,0,60,140,0.0,60,0.125,0.0,0.0,480,NON_BILLABLE,1742569841300779665,2023-11-02_336472_297499_82411,1742569841300779665
2023-11-02_336474_293237_82411,16946,336474,11-02-2023,293237,82411,0,0,,203883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,245.0,-245.0,0.0,0.0,0.0,0.0,0.0,0.0,245.0,-245.0,0.0,0,105,140,0.0,105,0.21875,0.0,0.0,480,NON_BILLABLE,1742567628734072869,2023-11-02_336474_293237_82411,1742567628734072869
2023-11-02_336476_293237_82411,16946,336476,11-02-2023,293237,82411,0,0,,203883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,-70.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,-70.0,0.0,0,30,140,0.0,30,0.0625,0.0,0.0,480,NON_BILLABLE,1742567890132272467,2023-11-02_336476_293237_82411,1742567890132272467
2023-11-02_336477_297490_82413,16946,336477,11-02-2023,297490,82413,0,0,,203883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,-140.0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,-140.0,0.0,0,60,140,0.0,60,0.125,0.0,0.0,480,NON_BILLABLE,1742565886620822341,2023-11-02_336477_297490_82413,1742565886620822341
2023-11-02_336478_279501_75461,16946,336478,11-02-2023,279501,75461,0,0,,203883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,-70.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,-70.0,0.0,0,30,140,0.0,30,0.0625,0.0,0.0,480,NON_BILLABLE,1742569973308709702,2023-11-02_336478_279501_75461,1742569973308709702
2023-11-02_336478_293237_82411,16946,336478,11-02-2023,293237,82411,0,0,,203883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,630.0,-630.0,0.0,0.0,0.0,0.0,0.0,0.0,630.0,-630.0,0.0,0,270,140,0.0,270,0.5625,0.0,0.0,480,NON_BILLABLE,1742569974391631567,2023-11-02_336478_293237_82411,1742569974391631567
2023-11-02_336478_297498_82411,16946,336478,11-02-2023,297498,82411,0,0,,203883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,-70.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,-70.0,0.0,0,30,140,0.0,30,0.0625,0.0,0.0,480,NON_BILLABLE,1742569969301511044,2023-11-02_336478_297498_82411,1742569969301511044
2023-11-02_336479_297492_82411,16946,336479,11-02-2023,297492,82411,0,0,,203883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,-70.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,-70.0,0.0,0,30,140,0.0,30,0.0625,0.0,0.0,480,NON_BILLABLE,1742567703726640758,2023-11-02_336479_297492_82411,1742567703726640758
2023-11-02_336479_297498_82411,16946,336479,11-02-2023,297498,82411,0,0,,203883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,-70.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,-70.0,0.0,0,30,140,0.0,30,0.0625,0.0,0.0,480,NON_BILLABLE,1742567704721502158,2023-11-02_336479_297498_82411,1742567704721502158
2023-11-02_346956_235382_75461,16946,346956,11-02-2023,235382,75461,0,0,,203883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,280.0,-280.0,0.0,0.0,0.0,0.0,0.0,0.0,280.0,-280.0,0.0,0,120,140,0.0,120,0.25,0.0,0.0,480,NON_BILLABLE,1742560427839367758,2023-11-02_346956_235382_75461,1742560427839367758
2023-11-02_346956_279501_75461,16946,346956,11-02-2023,279501,75461,0,0,,203883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210.0,-210.0,0.0,0.0,0.0,0.0,0.0,0.0,210.0,-210.0,0.0,0,90,140,0.0,90,0.1875,0.0,0.0,480,NON_BILLABLE,1742560427839614841,2023-11-02_346956_279501_75461,1742560427839614841
2023-11-02_346956_293237_82411,16946,346956,11-02-2023,293237,82411,0,0,,203883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,280.0,-280.0,0.0,0.0,0.0,0.0,0.0,0.0,280.0,-280.0,0.0,0,120,140,0.0,120,0.25,0.0,0.0,480,NON_BILLABLE,1742560426836932313,2023-11-02_346956_293237_82411,1742560426836932313
2023-11-02_346956_297488_84248,16946,346956,11-02-2023,297488,84248,0,0,,203883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,420.0,-420.0,0.0,0.0,0.0,0.0,0.0,0.0,420.0,-420.0,0.0,0,180,140,0.0,180,0.375,0.0,0.0,480,NON_BILLABLE,1742560427838862493,2023-11-02_346956_297488_84248,1742560427838862493
2023-11-02_346956_297489_82412,16946,346956,11-02-2023,297489,82412,0,0,,203883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,420.0,-420.0,0.0,0.0,0.0,0.0,0.0,0.0,420.0,-420.0,0.0,0,180,140,0.0,180,0.375,0.0,0.0,480,NON_BILLABLE,1742560423839508721,2023-11-02_346956_297489_82412,1742560423839508721
2023-11-02_346956_297490_82413,16946,346956,11-02-2023,297490,82413,0,0,,203883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,280.0,-280.0,0.0,0.0,0.0,0.0,0.0,0.0,280.0,-280.0,0.0,0,120,140,0.0,120,0.25,0.0,0.0,480,NON_BILLABLE,1742560428833204298,2023-11-02_346956_297490_82413,1742560428833204298
2023-11-02_346956_297491_82412,16946,346956,11-02-2023,297491,82412,0,0,,203883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.0,-105.0,0.0,0.0,0.0,0.0,0.0,0.0,105.0,-105.0,0.0,0,45,140,0.0,45,0.09375,0.0,0.0,480,NON_BILLABLE,1742560429832153471,2023-11-02_346956_297491_82412,1742560429832153471
2023-11-02_346956_297492_82411,16946,346956,11-02-2023,297492,82411,0,0,,203883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,630.0,-630.0,0.0,0.0,0.0,0.0,0.0,0.0,630.0,-630.0,0.0,0,270,140,0.0,270,0.5625,0.0,0.0,480,NON_BILLABLE,1742560424837029471,2023-11-02_346956_297492_82411,1742560424837029471
2023-11-02_346956_297493_82411,16946,346956,11-02-2023,297493,82411,0,0,,203883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,-70.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,-70.0,0.0,0,30,140,0.0,30,0.0625,0.0,0.0,480,NON_BILLABLE,1742560425835935006,2023-11-02_346956_297493_82411,1742560425835935006
2023-11-02_346956_297496_84248,16946,346956,11-02-2023,297496,84248,0,0,,203883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,-140.0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,-140.0,0.0,0,60,140,0.0,60,0.125,0.0,0.0,480,NON_BILLABLE,1742560425834415319,2023-11-02_346956_297496_84248,1742560425834415319
2023-11-02_346956_297497_82411,16946,346956,11-02-2023,297497,82411,0,0,,203883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,-140.0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,-140.0,0.0,0,60,140,0.0,60,0.125,0.0,0.0,480,NON_BILLABLE,1742560428833467002,2023-11-02_346956_297497_82411,1742560428833467002
2023-11-02_346956_297498_82411,16946,346956,11-02-2023,297498,82411,0,0,,203883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,490.0,-490.0,0.0,0.0,0.0,0.0,0.0,0.0,490.0,-490.0,0.0,0,210,140,0.0,210,0.4375,0.0,0.0,480,NON_BILLABLE,1742560429830581485,2023-11-02_346956_297498_82411,1742560429830581485
2023-11-02_346956_297499_82411,16946,346956,11-02-2023,297499,82411,0,0,,203883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,560.0,-560.0,0.0,0.0,0.0,0.0,0.0,0.0,560.0,-560.0,0.0,0,240,140,0.0,240,0.5,0.0,0.0,480,NON_BILLABLE,1742560423837386534,2023-11-02_346956_297499_82411,1742560423837386534
2023-11-02_346956_297500_75460,16946,346956,11-02-2023,297500,75460,0,0,,203883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,280.0,-280.0,0.0,0.0,0.0,0.0,0.0,0.0,280.0,-280.0,0.0,0,120,140,0.0,120,0.25,0.0,0.0,480,NON_BILLABLE,1742560430835601435,2023-11-02_346956_297500_75460,1742560430835601435
2023-11-03_336427_279501_75461,16946,336427,11-03-2023,279501,75461,0,0,,200914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,280.0,-280.0,0.0,0.0,0.0,0.0,0.0,0.0,280.0,-280.0,0.0,0,120,140,0.0,120,0.25,0.0,0.0,480,,1742571185152569270,2023-11-03_336427_279501_75461,1742571185152569270
2023-11-03_336427_297488_84248,16946,336427,11-03-2023,297488,84248,0,0,,200914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,-140.0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,-140.0,0.0,60,0,140,0.0,60,0.125,0.125,0.0,480,,1742571182151883263,2023-11-03_336427_297488_84248,1742571182151883263
2023-11-03_336432_297489_82412,16946,336432,11-03-2023,297489,82412,0,0,,194637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,455.0,-455.0,0.0,0.0,0.0,0.0,0.0,0.0,455.0,-455.0,0.0,0,195,140,0.0,195,0.40625,0.0,0.0,480,,1742567872145745537,2023-11-03_336432_297489_82412,1742567872145745537
2023-11-03_336435_297492_82411,16946,336435,11-03-2023,297492,82411,0,0,,200920,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,-70.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,-70.0,0.0,30,0,140,0.0,30,0.0625,0.0625,0.0,480,,1742567292325180293,2023-11-03_336435_297492_82411,1742567292325180293
2023-11-03_336438_275181_75461,16946,336438,11-03-2023,275181,75461,0,0,,200922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,420.0,-420.0,0.0,0.0,0.0,0.0,0.0,0.0,420.0,-420.0,0.0,30,150,140,0.0,180,0.375,0.0625,0.0,480,,1742568039126861900,2023-11-03_336438_275181_75461,1742568039126861900
2023-11-03_336438_297488_84248,16946,336438,11-03-2023,297488,84248,0,0,,200922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,770.0,-770.0,0.0,0.0,0.0,0.0,0.0,0.0,770.0,-770.0,0.0,180,150,140,0.0,330,0.6875,0.375,0.0,480,,1742568038135322784,2023-11-03_336438_297488_84248,1742568038135322784
2023-11-03_336438_297493_82411,16946,336438,11-03-2023,297493,82411,0,0,,200922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,910.0,-910.0,0.0,0.0,0.0,0.0,0.0,0.0,910.0,-910.0,0.0,240,150,140,0.0,390,0.8125,0.5,0.0,480,,1742568041135533804,2023-11-03_336438_297493_82411,1742568041135533804
2023-11-03_336438_297500_75460,16946,336438,11-03-2023,297500,75460,0,0,,200922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,560.0,-560.0,0.0,0.0,0.0,0.0,0.0,0.0,560.0,-560.0,0.0,120,120,140,0.0,240,0.5,0.25,0.0,480,,1742568040127128085,2023-11-03_336438_297500_75460,1742568040127128085
2023-11-03_336440_297490_82413,16946,336440,11-03-2023,297490,82413,0,0,,200923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,420.0,-420.0,0.0,0.0,0.0,0.0,0.0,0.0,420.0,-420.0,0.0,180,0,140,0.0,180,0.375,0.375,0.0,480,,1742567369985076125,2023-11-03_336440_297490_82413,1742567369985076125
2023-11-03_336447_305136_85700,16946,336447,11-03-2023,305136,85700,0,0,,200924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1380,0,0,0.0,1380,2.875,2.875,0.0,480,,1742563495574007924,2023-11-03_336447_305136_85700,1742563495574007924
2023-11-03_336447_305189_85700,16946,336447,11-03-2023,305189,85700,0,0,,200924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,960,0,0,0.0,960,2.0,2.0,0.0,480,,1742563495572185575,2023-11-03_336447_305189_85700,1742563495572185575
2023-11-03_336447_306417_85700,16946,336447,11-03-2023,306417,85700,0,0,,200924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,960,0,0,0.0,960,2.0,2.0,0.0,480,,1742563497572302628,2023-11-03_336447_306417_85700,1742563497572302628
2023-11-03_336449_235382_75461,16946,336449,11-03-2023,235382,75461,0,0,,200924,192.0,0.0,192.0,0.0,0.0,0.0,0.0,448.0,490.0,-490.0,-448.0,0.0,0.0,0.0,0.0,448.0,490.0,-490.0,-448.0,90,120,140,0.0,210,0.4375,0.1875,0.4,480,,1742560007595905680,2023-11-03_336449_235382_75461,1742560007595905680
2023-11-03_336449_297494_82412,16946,336449,11-03-2023,297494,82412,0,0,,200924,3.0,0.0,3.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,-7.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,-7.0,0,0,140,0.0,0,0.0,0.0,0.0,0,,1742559997609612266,2023-11-03_336449_297494_82412,1742559997609612266
2023-11-03_336449_297497_82411,16946,336449,11-03-2023,297497,82411,0,0,,200924,240.0,0.0,240.0,0.0,0.0,0.0,0.0,560.0,490.0,-490.0,-560.0,0.0,0.0,0.0,0.0,560.0,490.0,-490.0,-560.0,180,30,140,0.0,210,0.4375,0.375,0.5,480,,1742559990590422420,2023-11-03_336449_297497_82411,1742559990590422420
2023-11-03_336449_297498_82411,16946,336449,11-03-2023,297498,82411,0,0,,200924,120.0,0.0,120.0,0.0,0.0,0.0,0.0,280.0,175.0,-175.0,-280.0,0.0,0.0,0.0,0.0,280.0,175.0,-175.0,-280.0,75,0,140,0.0,75,0.15625,0.15625,0.25,480,,1742559951585111364,2023-11-03_336449_297498_82411,1742559951585111364
2023-11-03_336454_279501_75461,16946,336454,11-03-2023,279501,75461,0,0,,200928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,-70.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,-70.0,0.0,0,30,140,0.0,30,0.0625,0.0,0.0,480,,1742568147847320666,2023-11-03_336454_279501_75461,1742568147847320666
2023-11-03_336454_297490_82413,16946,336454,11-03-2023,297490,82413,0,0,,200928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,560.0,-560.0,0.0,0.0,0.0,0.0,0.0,0.0,560.0,-560.0,0.0,240,0,140,0.0,240,0.5,0.5,0.0,480,,1742568155848944033,2023-11-03_336454_297490_82413,1742568155848944033
2023-11-03_336454_297496_84248,16946,336454,11-03-2023,297496,84248,0,0,,200928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,980.0,-980.0,0.0,0.0,0.0,0.0,0.0,0.0,980.0,-980.0,0.0,420,0,140,0.0,420,0.875,0.875,0.0,480,,1742568151841500651,2023-11-03_336454_297496_84248,1742568151841500651
2023-11-03_336456_297491_82412,16946,336456,11-03-2023,297491,82412,0,0,,200930,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,280.0,-280.0,0.0,0.0,0.0,0.0,0.0,0.0,280.0,-280.0,0.0,0,120,140,0.0,120,0.25,0.0,0.0,480,,1742567373990140077,2023-11-03_336456_297491_82412,1742567373990140077
2023-11-03_336456_297497_82411,16946,336456,11-03-2023,297497,82411,0,0,,200930,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,-70.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,-70.0,0.0,30,0,140,0.0,30,0.0625,0.0625,0.0,480,,1742567376979710241,2023-11-03_336456_297497_82411,1742567376979710241
2023-11-03_336460_275181_75461,16946,336460,11-03-2023,275181,75461,0,0,,200934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210.0,-210.0,0.0,0.0,0.0,0.0,0.0,0.0,210.0,-210.0,0.0,0,90,140,0.0,90,0.1875,0.0,0.0,480,,1742569863211467850,2023-11-03_336460_275181_75461,1742569863211467850
2023-11-03_336460_297492_82411,16946,336460,11-03-2023,297492,82411,0,0,,200934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,420.0,-420.0,0.0,0.0,0.0,0.0,0.0,0.0,420.0,-420.0,0.0,0,180,140,0.0,180,0.375,0.0,0.0,480,,1742569866202583071,2023-11-03_336460_297492_82411,1742569866202583071
2023-11-03_336460_297499_82411,16946,336460,11-03-2023,297499,82411,0,0,,200934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,420.0,-420.0,0.0,0.0,0.0,0.0,0.0,0.0,420.0,-420.0,0.0,0,180,140,0.0,180,0.375,0.0,0.0,480,,1742569867251315398,2023-11-03_336460_297499_82411,1742569867251315398
2023-11-03_336464_235382_75461,16946,336464,11-03-2023,235382,75461,0,0,,203883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,-140.0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,-140.0,0.0,0,60,140,0.0,60,0.125,0.0,0.0,480,NON_BILLABLE,1742567999168539231,2023-11-03_336464_235382_75461,1742567999168539231
2023-11-03_336464_275181_75461,16946,336464,11-03-2023,275181,75461,0,0,,203883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,490.0,-490.0,0.0,0.0,0.0,0.0,0.0,0.0,490.0,-490.0,0.0,0,210,140,0.0,210,0.4375,0.0,0.0,480,NON_BILLABLE,1742568000099267989,2023-11-03_336464_275181_75461,1742568000099267989
2023-11-03_336464_279501_75461,16946,336464,11-03-2023,279501,75461,0,0,,203883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210.0,-210.0,0.0,0.0,0.0,0.0,0.0,0.0,210.0,-210.0,0.0,0,90,140,0.0,90,0.1875,0.0,0.0,480,NON_BILLABLE,1742568003094895347,2023-11-03_336464_279501_75461,1742568003094895347
2023-11-03_336465_297493_82411,16946,336465,11-03-2023,297493,82411,0,0,,203883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,-140.0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,-140.0,0.0,0,60,140,0.0,60,0.125,0.0,0.0,480,NON_BILLABLE,1742568017113082404,2023-11-03_336465_297493_82411,1742568017113082404
2023-11-03_336471_297498_82411,16946,336471,11-03-2023,297498,82411,0,0,,203883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,910.0,-910.0,0.0,0.0,0.0,0.0,0.0,0.0,910.0,-910.0,0.0,0,390,140,0.0,390,0.8125,0.0,0.0,480,NON_BILLABLE,1742571824386016591,2023-11-03_336471_297498_82411,1742571824386016591
2023-11-03_336472_235382_75461,16946,336472,11-03-2023,235382,75461,0,0,,203883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,-140.0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,-140.0,0.0,0,60,140,0.0,60,0.125,0.0,0.0,480,NON_BILLABLE,1742569843268102774,2023-11-03_336472_235382_75461,1742569843268102774
2023-11-03_336472_279501_75461,16946,336472,11-03-2023,279501,75461,0,0,,203883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,-70.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,-70.0,0.0,0,30,140,0.0,30,0.0625,0.0,0.0,480,NON_BILLABLE,1742569842256906335,2023-11-03_336472_279501_75461,1742569842256906335
2023-11-03_336472_297488_84248,16946,336472,11-03-2023,297488,84248,0,0,,203883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,-70.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,-70.0,0.0,0,30,140,0.0,30,0.0625,0.0,0.0,480,NON_BILLABLE,1742569837259714610,2023-11-03_336472_297488_84248,1742569837259714610
2023-11-03_336472_297490_82413,16946,336472,11-03-2023,297490,82413,0,0,,203883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,-70.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,-70.0,0.0,0,30,140,0.0,30,0.0625,0.0,0.0,480,NON_BILLABLE,1742569837258808763,2023-11-03_336472_297490_82413,1742569837258808763
2023-11-03_336472_297491_82412,16946,336472,11-03-2023,297491,82412,0,0,,203883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,560.0,-560.0,0.0,0.0,0.0,0.0,0.0,0.0,560.0,-560.0,0.0,0,240,140,0.0,240,0.5,0.0,0.0,480,NON_BILLABLE,1742569844258657492,2023-11-03_336472_297491_82412,1742569844258657492
2023-11-03_336474_293237_82411,16946,336474,11-03-2023,293237,82411,0,0,,203883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175.0,-175.0,0.0,0.0,0.0,0.0,0.0,0.0,175.0,-175.0,0.0,0,75,140,0.0,75,0.15625,0.0,0.0,480,NON_BILLABLE,1742567629735427593,2023-11-03_336474_293237_82411,1742567629735427593
2023-11-03_336476_297498_82411,16946,336476,11-03-2023,297498,82411,0,0,,203883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,-35.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,-35.0,0.0,0,15,140,0.0,15,0.03125,0.0,0.0,480,NON_BILLABLE,1742567892160448228,2023-11-03_336476_297498_82411,1742567892160448228
2023-11-03_336477_297490_82413,16946,336477,11-03-2023,297490,82413,0,0,,203883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,-140.0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,-140.0,0.0,0,60,140,0.0,60,0.125,0.0,0.0,480,NON_BILLABLE,1742565889628859852,2023-11-03_336477_297490_82413,1742565889628859852
2023-11-03_336478_293237_82411,16946,336478,11-03-2023,293237,82411,0,0,,203883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,490.0,-490.0,0.0,0.0,0.0,0.0,0.0,0.0,490.0,-490.0,0.0,0,210,140,0.0,210,0.4375,0.0,0.0,480,NON_BILLABLE,1742569972296726230,2023-11-03_336478_293237_82411,1742569972296726230
2023-11-03_336478_297491_82412,16946,336478,11-03-2023,297491,82412,0,0,,203883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,-140.0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,-140.0,0.0,0,60,140,0.0,60,0.125,0.0,0.0,480,NON_BILLABLE,1742569972295704076,2023-11-03_336478_297491_82412,1742569972295704076
2023-11-03_346956_235382_75461,16946,346956,11-03-2023,235382,75461,0,0,,203883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210.0,-210.0,0.0,0.0,0.0,0.0,0.0,0.0,210.0,-210.0,0.0,0,90,140,0.0,90,0.1875,0.0,0.0,480,NON_BILLABLE,1742560014598165320,2023-11-03_346956_235382_75461,1742560014598165320
2023-11-03_346956_279501_75461,16946,346956,11-03-2023,279501,75461,0,0,,203883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,490.0,-490.0,0.0,0.0,0.0,0.0,0.0,0.0,490.0,-490.0,0.0,0,210,140,0.0,210,0.4375,0.0,0.0,480,NON_BILLABLE,1742560425836469281,2023-11-03_346956_279501_75461,1742560425836469281
2023-11-03_346956_293237_82411,16946,346956,11-03-2023,293237,82411,0,0,,203883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,665.0,-665.0,0.0,0.0,0.0,0.0,0.0,0.0,665.0,-665.0,0.0,0,285,140,0.0,285,0.59375,0.0,0.0,480,NON_BILLABLE,1742560012610114634,2023-11-03_346956_293237_82411,1742560012610114634
2023-11-03_346956_297488_84248,16946,346956,11-03-2023,297488,84248,0,0,,203883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,-140.0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,-140.0,0.0,0,60,140,0.0,60,0.125,0.0,0.0,480,NON_BILLABLE,1742560019596279715,2023-11-03_346956_297488_84248,1742560019596279715
